Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
LPI,Laredo Petroleum Inc.,Energy,83.82,0,,,0,1450.280462,10.00138242,0,1.639126824,99.26,32.52
LPLA,LPL Financial Holdings Inc,Financial Services,215.24,0.004634976,0,0,0.997632319,17231.47342,37.47064018,0.177199346,1.503584233,216.13,126.42
LPSN,Liveperson Inc,Technology,25.22,0,,,0,1830.234567,N/A,0,1.130584964,68.82,16
LPTH,"Lightpath Technologies, Inc.",Technology,1.61,0,,,0,43.525168,0,N/A,1.371677493,3.57,1.52
LPX,Louisiana-Pacific Corp.,Industrials,60.69,0.012141335,,,0.736857596,5221.030277,3.791597877,0.052445381,1.58449698,79.5,49.66
LQDA,Liquidia Corp,Healthcare,5.28,0,,,0,280.20942,0,N/A,1.06536479,7.78,2.25
LQDT,Liquidity Services Inc,Consumer Cyclical,18.02,0,,,0,639.548829,12.78151826,0,1.448643173,30,14.64
LRCX,Lam Research Corp.,Technology,456.16,0.013591722,0.153846154,0.272259637,5.776968667,63634.38523,13.86263738,0.180023953,1.895235194,729.51,455.84
LRN,Stride Inc,Consumer Defensive,34.54,0,,,0,1477.888574,20.99124457,0,0.927295801,38.4,25.55
LSBK,Lake Shore Bancorp,Financial Services,15.109,0.028192663,0.230769231,0.148698355,0.425962951,86.075777,0,N/A,,15.21,13.77
LSCC,Lattice Semiconductor Corp.,Technology,49.38,0,,,0,6792.876692,70.81667076,0,2.487471544,85.45,42.94
LSI,Life Storage Inc,Real Estate,145.47,0.027497078,0.351351351,0,3.565770717,12248.53894,49.12837449,1.124848807,0.546957445,152.32,88.89
LSTR,"Landstar System, Inc.",Industrials,144.71,0.006564807,0.19047619,0.107566343,0.949993182,5372.739771,14.08231139,0.095189698,0.8621176,185.96,139.12
LSXMA,Liberty Media Corp.,Communication Services,45.38,0,,,0,32021.17751,0,N/A,0.744415222,56.26,40
LSXMK,Liberty Media Corp.,Communication Services,45.32,0,,,0,32021.17751,0,N/A,0.787492003,56.19,40.05
LTBR,Lightbridge Corp,Industrials,8.36,0,,,0,88.521315,0,N/A,1.793121798,14.6,4.15
LTC,"LTC Properties, Inc.",Real Estate,36.78,0.061990212,0,0,2.213565102,1452.696313,26.22053522,1.569904327,0.453708253,41.38,30.58
LTHM,Livent Corp,Basic Materials,25.02,0,,,0,4048.223665,6747.039442,0,2.10538994,33.04,15.98
LTRPA,Liberty TripAdvisor Holdings Inc,Communication Services,1.72,0,,,0,173.461389,0,N/A,2.308427151,5.8,1.58
LTRX,Lantronix Inc,Technology,6.55,0,,,0,226.930318,N/A,0,1.228709957,10.25,4.32
LUB,"Luby`s, Inc.",Consumer Cyclical,2.1994,0,,,0,68.223701,N/A,0,0.170465028,4.2,2.19
LULU,Lululemon Athletica inc.,Consumer Cyclical,390.78,0,,,0,47952.75331,49.16607367,0,1.435395886,485.83,278
LUNA,Luna Innovations Inc,Technology,6.24,0,,,0,201.855345,0,N/A,1.33305924,12.99,6.11
LUV,Southwest Airlines Co,Industrials,46.76,0,,,0,27721.42266,28.37402524,0,1.144414387,63.7,36.75
LVS,Las Vegas Sands Corp,Consumer Cyclical,36.96,0,,,0,28237.16007,N/A,0,1.617609543,62.85,31.26
LW,Lamb Weston Holdings Inc,Consumer Defensive,68.71,0.013747223,0.042553191,0.054952638,0.944571688,9924.945468,42.34191753,0.590357305,0.944656949,84.74,49.71
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,6.8586,0,,,0,105.862052,28.73562759,0,0.531418822,9,4.51
LXP,LXP Industrial Trust,Real Estate,13.29,0.036117381,0.11627907,-0.072682108,0.449986094,3825.771687,10.17903963,0.343500835,0.572011848,16.03,11.24
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,2.33,0,,,0,348.552974,N/A,0,1.35084243,6.33,1.87
LXU,"LSB Industries, Inc.",Basic Materials,25.61,0,,,0,2293.738189,N/A,0,1.615160513,27.24,3.59
LYB,LyondellBasell Industries NV,Basic Materials,107.58,0.042015244,0.076190476,0.046567362,4.46914787,35241.76223,6.290925068,0.266496593,0.793616169,115.23,83.22
LYFT,Lyft Inc,Technology,35.54,0,,,0,12081.99054,N/A,0,1.546722514,65.64,32.35
LYTS,LSI Industries Inc.,Technology,6.23,0.031791535,0,0,0.198061266,165.978464,20.98867777,0.696417953,,9.62,5.71
LYV,Live Nation Entertainment Inc,Communication Services,111.31,0,,,0,25003.10014,N/A,0,1.540179702,127.75,74.01
LZB,La-Z-Boy Inc.,Consumer Cyclical,27.22,0.02297114,,,0.625274429,1176.512558,9.04884368,0.216357934,1.188276285,45.89,25.24
M,Macy`s Inc,Consumer Cyclical,25.8,0.025193798,,,0.454605322,7349.421617,5.139455677,0.099913258,1.891639454,37.47,15.24
MA,Mastercard Incorporated,Financial Services,357.82,0.005477614,0.113636364,0.173693447,1.856395843,346988.5936,39.94343198,0.211917334,1.227554833,399.91,305.18
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,205.39,0.02117922,0.06097561,0.045639553,4.193036222,23689.98432,44.6893987,0.909552326,0.682742788,229.26,147.08
MAC,Macerich Co.,Real Estate,14.24,0.042134831,0,-0.267231854,0.592466206,3054.757167,227.7969551,8.751347211,1.573700645,22.52,11.53
MACK,Merrimack Pharmaceuticals Inc,Healthcare,6.21,0,,,0,83.277609,0,N/A,1.088281687,7.97,3.66
MAN,ManpowerGroup,Industrials,87.47,0.028615216,,,2.502972954,4680.458209,12.23969197,0.362749703,1.181977681,122.89,84.32
MANH,"Manhattan Associates, Inc.",Technology,136.6,0,,,0,8621.265989,78.0402816,0,1.302612354,188.52,118.41
MANT,Mantech International Corp,Technology,83.85,0.018346844,0.078947368,0.143175511,1.538382866,2317.212023,16.91185782,0.459218766,0.372147401,90.6,66.38
MAR,"Marriott International, Inc.",Consumer Cyclical,180.51,0,,,0,59072.6477,53.75127179,0,1.285361724,184.99,127.23
MARA,Marathon Digital Holdings Inc,Financial Services,21.23,0,,,0,2187.795425,0,N/A,3.596429361,83.45,18.32
MARK,Remark Holdings Inc,Communication Services,0.6696,0,,,0,70.413642,0,N/A,1.476707499,6.7,0.5555
MAS,Masco Corp.,Industrials,49.39,0.019818997,,,0.978860279,11681.92189,28.77320663,0.60423474,1.001843587,70.69,49.36
MASI,Masimo Corp,Healthcare,134.87,0,,,0,7485.373205,32.59512733,0,1.025137396,305.21,133.94
MAT,"Mattel, Inc.",Consumer Cyclical,22.19,0,,,0,7821.135175,8.661403957,0,1.178161437,25.71,17.95
MATW,Matthews International Corp.,Industrials,30.29,0.029052493,0.023255814,0.052918489,0.864499955,955.662101,N/A,N/A,0.996833565,42.98,30.24
MATX,Matson Inc,Industrials,87.43,0.012862266,0.304347826,0.095654258,1.124547958,3571.631432,3.851230787,0.052377641,0.898817783,125.34,59
MAYS,J.W. Mays Inc.,Real Estate,38.0001,0,,,0,76.599842,0,N/A,,45.5,25.9
MBCN,Middlefield Banc Corp.,Financial Services,24.5,0.026740623,0.0625,-0.08837331,0.655145252,144.012225,0,N/A,,27.54,20.83
MBI,MBIA Inc.,Financial Services,13.62,0,,,0,747.098473,N/A,0,1.451189141,17.9,8.53
MBII,Marrone Bio Innovations Inc,Basic Materials,0.9802,0,,,0,178.665603,0,N/A,1.54858661,2.01,0.5492
MBIN,Merchants Bancorp,Financial Services,25.66,0.013201142,,,0.338741309,1110.251132,0,N/A,1.136098772,49.5,25.41
MBIO,Mustang Bio Inc,Healthcare,0.8585,0,,,0,85.373849,0,N/A,2.260198237,4.06,0.718
MBOT,Microbot Medical Inc,Healthcare,6.39,0,,,0,45.42097,0,N/A,1.428347488,9.6,4.31
MBUU,Malibu Boats Inc,Consumer Cyclical,52.21,0,,,0,1091.21333,8.774773878,0,1.384259662,89.27,49.36
MBWM,Mercantile Bank Corp.,Financial Services,34.33,0.03450757,0.068965517,0.114853593,1.184644861,543.892456,9.2152362,0.321041968,0.662705498,39.68,27.75
MC,Moelis & Co,Financial Services,45.15,0.050638492,-0.7,0.050051691,2.286327924,2819.728434,7.72077783,0.428151297,1.323193895,75.27,43.72
MCB,Metropolitan Bank Holding Corp,Financial Services,95.39,0,,,0,1042.774577,0,N/A,1.165090335,115.78,52
MCBC,Macatawa Bank Corp.,Financial Services,8.84,0.035720475,0,0.148698355,0.315768997,302.857914,10.43833714,0.372237413,0.435554008,9.65,7.24
MCD,McDonald`s Corp,Consumer Cyclical,250.51,0.022035049,0.069767442,0.079817214,5.296990715,185278.532,24.55581455,0.527588717,0.604801548,269.65,217.68
MCF,Contango Oil & Gas Company,Energy,3.22,0,,,0,648.310186,N/A,0,1.578888684,6.94,1.59
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,23.29,0,,,0,430.823125,7.193573628,0,1.167036731,33.63,22.08
MCHP,"Microchip Technology, Inc.",Technology,65.22,0.015486047,-0.351282051,-0.068886885,0.695014726,36261.71535,37.63150202,0.408832192,1.719193572,89.68,31.96
MCHX,Marchex Inc,Communication Services,2.27,0,,,0,85.370494,N/A,0,1.048530636,3.63,1.66
MCK,Mckesson Corporation,Healthcare,323.25,0.005815932,0.119047619,0.066900179,1.824830983,48422.32569,34.29343179,0.201194155,0.536565994,329.39,178.92
MCO,Moody`s Corp.,Financial Services,328.4,0.008526188,0.129032258,0.129959528,2.552912977,60877.87478,27.49678174,0.216715872,1.048019199,406.39,299.69
MCRB,Seres Therapeutics Inc,Healthcare,6.08,0,,,0,559.447357,N/A,0,1.082201345,25.06,5.41
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,86.64,0,,,0,1633.647018,23.85304021,0,1.182674709,89.07,56.35
MCS,Marcus Corp.,Communication Services,16.92,0,,,0,412.794313,N/A,0,0.952709826,22.87,14.42
MCY,Mercury General Corp.,Financial Services,53.6,0.04738806,0.003952569,0.00398419,2.490832164,2967.892407,11.97034895,0.555989322,0.367198283,64.86,49.49
MD,MEDNAX Inc,Healthcare,23.58,0,,,0,2055.844937,15.6977867,0,0.961212251,35.67,22.31
MDB,MongoDB Inc,Technology,416.5,0,,,0,28141.38103,N/A,0,2.276407089,590,238.01
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,36.41,0.054929964,,,1.774474895,2573.025266,4.508700614,0.226625146,1.389106188,61.63,34.69
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,79.47,0,,,0,1359.206801,0,N/A,1.158885181,142.62,52.33
MDLY,Medley Management Inc,Financial Services,5.88,0,,,0,18.003731,0,N/A,,,
MDLZ,Mondelez International Inc.,Consumer Defensive,63.72,0.021971124,0.111111111,0.129959528,1.354021477,88131.85866,20.49578108,0.445401802,0.372187091,69.08,57
MDP,Meredith Holdings Corp,Communication Services,59.07,0,,,0,0,0,N/A,,,
MDRX,Allscripts Healthcare Solutions Inc,Healthcare,22.32,0,,,0,2735.817352,20.35003014,0,0.500543196,23.24,13.05
MDT,Medtronic Plc,Healthcare,109.02,0.023115025,0.086206897,0.064918921,2.49781457,146254.6012,29.76889908,0.688103187,0.669658094,133.57,97.17
MDU,MDU Resources Group Inc,Basic Materials,27.17,0.032020611,,,0.85002549,5525.039606,14.61144314,0.454559086,0.674532636,34.02,25.18
MED,Medifast Inc,Consumer Cyclical,184.06,0.035640552,0.154929577,0.38656034,5.831314955,2124.536478,12.95204247,0.419821091,1.063762544,327.61,159.89
MEDP,Medpace Holdings Inc,Healthcare,158.1,0,,,0,5319.380901,29.32565688,0,1.177614582,231,136.8
MEI,"Methode Electronics, Inc.",Technology,44.72,0.012463731,0.272727273,0.092388464,0.557378038,1651.524984,14.10354384,0.181556364,0.825317697,49.63,40.54
MEIP,MEI Pharma Inc,Healthcare,0.5676,0,,,0,75.482595,N/A,0,0.53645892,3.91,0.53
MERC,Mercer International Inc.,Basic Materials,15.63,0.017137821,0.153846154,-0.081936577,0.26786415,1032.166938,0,N/A,0.75582785,17.75,9.4
MESA,Mesa Air Group Inc.,Industrials,3.99,0,,,0,143.496412,0,N/A,1.454659556,12.05,3.65
MET,Metlife Inc,Financial Services,70.64,0.027180068,0.043478261,0.037137289,1.8990894,58283.52716,9.174173958,0.259793352,0.960939158,72.55,53.98
MFA,MFA Financial Inc,Real Estate,14.99,0.108156803,,,1.621270472,6371.50707,21.60191717,2.60486901,0.795300813,18.39,14.74
MFNC,Mackinac Financial Corp.,Financial Services,21.5,0,,,0.552702955,0,0,N/A,,,
MG,Mistras Group Inc,Industrials,6.06,0,,,0,179.047627,46.38539554,0,1.024798511,12.19,5.88
MGEE,"MGE Energy, Inc.",Utilities,82.6,0.018765133,0.047297297,0.047334277,1.520798653,2987.094362,28.24381731,0.520821456,0.34724055,84.97,69.12
MGI,Moneygram International Inc.,Financial Services,10.62,0,,,0,1022.277356,N/A,0,1.196505483,12.36,5.06
MGLN,Magellan Health Inc,Healthcare,94.99,0,,,0,0,0,0,,,
MGM,MGM Resorts International,Consumer Cyclical,41.6,0.000240362,0,-0.530852437,0.009999065,18109.85555,15.39859426,0.00414899,1.48626312,51.16,35.71
MGNX,Macrogenics Inc,Healthcare,8.61,0,,,0,528.006166,0,N/A,1.229128153,36.48,7.91
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,93.07,0.0051451,0,0.24573094,0.478854468,2044.324525,22.56553369,0.110845942,0.758977552,97.61,57.61
MGRC,McGrath Rentcorp,Industrials,84.63,0.021505376,0.045977011,0.118426915,1.745574346,2053.154605,22.88785023,0.476932882,0.681328722,88.41,65.96
MGTA,Magenta Therapeutics Inc,Healthcare,2.24,0,,,0,131.710112,0,N/A,1.203673771,13.22,2.22
MGY,Magnolia Oil & Gas Corp,Energy,26.24,0.010641685,,,0.279237813,4827.57742,0,N/A,1.076015333,26.61,10.14
MGYR,Magyar Bancorp Inc.,Financial Services,11.96,0.002508361,,,0.029999999,84.889987,0,N/A,,12.53,10.02
MHH,Mastech Digital Inc,Industrials,20.79,0,,,0,239.640197,0,N/A,0.519606344,21.83,14
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,123.71,0,,,0,7860.462638,7.608182901,0,1.535894478,231.8,117.56
MHLD,Maiden Holdings Ltd,Financial Services,2.18,0,,,0,190.634556,1.634636312,0,0.843581258,4,2.12
MHO,MI Homes Inc.,Consumer Cyclical,43.23,0,,,0,1224.480369,3.085359286,0,1.454168329,74.85,40.3
MIC,Macquarie Infrastructure Holdings LLC,Industrials,3.75,0,,,0,331.560319,0.123538236,0,,3.8,3.26
MICR,Micron Solutions Inc,Healthcare,2.35,0,,,0,8.188822,0,N/A,,3.9,1.34
MICT,MICT Inc,Technology,0.6052,0,,,0,74.098011,0,N/A,1.211926807,2.6,0.503
MIDD,Middleby Corp.,Industrials,148.56,0,,,0,8139.769827,16.66305656,0,1.095916813,201.34,145.31
MIK,Michaels Companies Inc,Consumer Cyclical,21.97,0,,,0,0,0,0,,,
MIND,MIND Technology Inc,Technology,1.4,0,,,0,19.283746,N/A,0,0.59205896,2.45,0.9217
MITK,Mitek Systems Inc,Technology,13.31,0,,,0,589.60083,65.98778173,0,1.207091781,23.29,13.08
MITT,AG Mortgage Investment Trust Inc,Real Estate,7.88,0.103330485,,,0.814244225,188.452509,N/A,N/A,0.63250785,13.75,7.51
MKC,"McCormick & Co., Inc.",Consumer Defensive,101.57,0.014571232,0.088235294,-0.04671936,1.412179622,27091.86848,36.19971737,0.509812138,0.091702929,106.96,77.27
MKL,Markel Corp,Financial Services,1475,0,,,0,20034.2347,8.224649562,0,0.81545581,1513,1155
MKSI,"MKS Instruments, Inc.",Technology,114.52,0.007672802,0.1,0.046831847,0.87868932,6357.827683,11.53033675,0.088756497,1.856043356,194.52,114.47
MKTX,MarketAxess Holdings Inc.,Financial Services,265.45,0.010548126,0.060606061,0.162296206,2.673225152,10043.41118,38.94485659,0.39486339,0.724563877,537.02,265.3
MLAB,"Mesa Laboratories, Inc.",Technology,250,0.002557768,,,0.639442048,1311.48575,168.8535792,0.437974005,0.603221867,333.21,239.47
MLHR,Herman Miller Inc.,Industrials,39.04,0.019088839,,,0.745228293,2958.202047,76.63735872,1.181963986,,51.03,30.13
MLI,"Mueller Industries, Inc.",Industrials,53.15,0.011991083,0.923076923,0.201124434,0.637326074,3042.032331,6.492854799,0.077251645,1.04957392,62.83,38.63
MLM,"Martin Marietta Materials, Inc.",Basic Materials,364.82,0.006563636,0.070175439,0.077497097,2.39454554,22750.20658,32.41693727,0.213607988,1.077416027,445.75,328.16
MLP,"Maui Land & Pineapple Co., Inc.",Real Estate,11.44,0,,,0,222.318679,N/A,0,0.40821902,12.2,9.24
MLR,Miller Industries Inc.,Consumer Cyclical,27.1,0.026340334,0,0,0.713823055,309.230729,0,N/A,0.646896404,45.29,26.3
MLSS,Milestone Scientific Inc.,Healthcare,1.16,0,,,0,79.019203,0,N/A,1.454636817,3.17,1.12
MLVF,Malvern Bancorp Inc,Financial Services,15.99,0,,,0,121.861389,0,N/A,,19.07,15.12
MMAC,MMA Capital Holdings Inc,Financial Services,27.77,0,,,0,0,0,0,,,
MMC,"Marsh & McLennan Cos., Inc.",Financial Services,169.76,0.012606032,0.150537634,0.073654387,2.129507138,85339.39755,27.15221048,0.34739105,0.813901629,174.33,124.81
MMI,Marcus & Millichap Inc,Real Estate,52.76,0.004738438,,,0.25,2094.219352,0,N/A,1.014482455,58.33,34.62
MMM,3M Co.,Industrials,147.38,0.04043968,0.006756757,0.048647873,5.85281152,83884.55536,14.16729528,0.578341059,0.611522399,202.24,139.74
MMS,Maximus Inc.,Industrials,75.5,0.0147564,0,0.44141522,1.114108229,4675.118324,16.66988167,0.248131009,0.783289852,94.75,72.04
MMSI,"Merit Medical Systems, Inc.",Healthcare,68.84,0,,,0,3898.732128,80.46254444,0,0.922526181,73.85,51.66
MN,Manning & Napier Inc,Financial Services,12.75,0.011693857,,,0.149096672,243.835233,0,N/A,0.709652706,12.91,6.83
MNKD,Mannkind Corp,Healthcare,3.68,0,,,0,928.300071,N/A,0,1.281396303,5.53,2.49
MNOV,Medicinova Inc,Healthcare,3.06,0,,,0,150.072333,0,N/A,1.224932853,5.09,2.09
MNR,Monmouth Real Estate Investment Corp.,Real Estate,20.98,0.025511686,,,0.535235167,2066.244294,67.89039903,1.732152644,,21.1,16.87
MNRL,Brigham Minerals Inc,Energy,27.93,0.053049747,,,1.481679438,295.997392,0,N/A,0.761475635,28.35,14.16
MNRO,Monro Inc,Consumer Cyclical,46.27,0.021874164,0.181818182,0.076316923,1.012117581,1552.175271,24.13808271,0.535511947,0.961392737,71.3,42.84
MNSB,MainStreet Bancshares Inc,Financial Services,23.35,0.002141328,,,0.050000001,178.60352,0,N/A,0.309952791,26.8,20.54
MNST,Monster Beverage Corp.,Consumer Defensive,82.59,0,,,0,43719.74825,31.73905025,0,1.061579529,99.89,71.78
MNTX,Manitex International Inc,Industrials,7.69,0,,,0,153.367722,N/A,0,0.523680826,8.86,5.58
MO,Altria Group Inc.,Consumer Defensive,54.98,0.065478356,0.046511628,0.080892578,3.467511047,99662.75792,40.44754786,2.587694811,0.262372724,55.33,41.02
MOBL,Mobile Iron Inc,Technology,7.04,0,,,0,0,0,N/A,,,
MOD,Modine Manufacturing Co.,Consumer Cyclical,8.02,0,,,0,416.349446,6.73704605,0,1.174610059,18.54,7.8
MODN,Model N Inc,Technology,27.23,0,,,0,992.062394,0,N/A,1.078904703,42.74,22.55
MOFG,MidWestOne Financial Group Inc,Financial Services,32.06,0.028147537,0.055555556,0.075563198,0.902410052,503.153648,7.241079462,0.206501156,0.676945925,34.14,26.47
MOH,Molina Healthcare Inc,Healthcare,335.94,0,,,0,19710.78063,29.91013753,0,0.875395531,347.62,239.2
MORN,Morningstar Inc,Financial Services,273.92,0.005257009,0.142857143,0.09374211,1.347657126,11745.67727,60.76397969,0.302844298,1.2934443,349.37,228.51
MOS,Mosaic Company,Basic Materials,76.05,0.004424851,1.25,-0.055912489,0.336509925,27529.29395,16.88292282,0.078807945,0.87746984,77.05,28.07
MOTS,Motus GI Holdings Inc,Healthcare,0.2965,0,,,0,16.268142,0,N/A,1.055908644,1.62,0.294
MOV,"Movado Group, Inc.",Consumer Cyclical,39.55,0.02508048,,,0.991933002,642.243235,7.011465571,0.256313437,1.576141874,47.95,27.1
MPAA,Motorcar Parts of America Inc.,Consumer Cyclical,15.78,0,,,0,301.425631,0,N/A,1.117687504,25.68,15.17
MPB,"Mid Penn Bancorp, Inc.",Financial Services,26.39,0.030002315,0.052631579,0.059223841,0.791761085,421.127134,0,N/A,0.594354472,33.66,23.42
MPC,Marathon Petroleum Corp,Energy,87.2,0.026605505,0,0.100082101,2.29148017,48707.69283,5.002844374,0.150162528,0.824508039,88.32,48.89
MPW,Medical Properties Trust Inc,Real Estate,20.23,0.057340583,0.035714286,0.038573773,1.107246771,12063.149,18.44913131,0.997519613,0.706302903,23.78,18.61
MPWR,Monolithic Power System Inc,Technology,409.38,0.007328155,0.25,0.302585542,2.545189179,19039.85442,78.66960752,0.503997857,1.94387605,578.45,299.88
MPX,Marine Products Corp,Consumer Cyclical,13.21,0.035847889,0.2,0.037137289,0.473550613,451.068383,15.84920529,0.565433567,0.872306484,18.25,10.71
MRAM,Everspin Technologies Inc,Technology,7.47,0,,,0,149.019501,0,N/A,2.446671389,14.36,4.78
MRBK,Meridian Corp,Financial Services,31.38,0.020572271,,,0.645557861,192.334798,0,N/A,,39.57,23.52
MRC,MRC Global Inc,Energy,12.05,0,,,0,1002.565784,N/A,0,0.634438064,12.49,6.38
MRCY,Mercury Systems Inc,Industrials,61.23,0,,,0,3475.033092,146.1264494,0,0.69882567,79.08,44.44
MRIN,Marin Software Inc,Technology,2.51,0,,,0,38.99922,0,N/A,2.470692845,27.26,1.34
MRK,Merck & Co Inc,Healthcare,86.91,0.03175699,0.061538462,0.079817214,2.6446755,219692.0985,16.83593367,0.514528307,0.208682139,89.74,14.78
MRKR,Marker Therapeutics Inc,Healthcare,0.4042,0,,,0,33.5804,0,N/A,1.837280395,3.65,0.35
MRLN,Marlin Business Services Corp,Financial Services,23.49,0,,,0.560000002,0,0,0.177215191,,,
MRNS,Marinus Pharmaceuticals Inc,Healthcare,7.8,0,,,0,288.720268,0,N/A,1.738147754,19.83,7.16
MRO,Marathon Oil Corporation,Energy,26.61,0.008230501,,,0.219013642,19120.90464,20.21237277,0.182511368,0.861570047,26.95,9.56
MRSN,Mersana Therapeutics Inc,Healthcare,4.91,0,,,0,409.443947,0,N/A,1.658294686,17.16,3.51
MRTN,"Marten Transport, Ltd.",Industrials,15.87,0.01122651,0.5,0.191357898,0.178164716,1319.318456,15.44363038,0.17467129,0.591553258,19.94,14.24
MRTX,Mirati Therapeutics Inc,Healthcare,81.94,0,,,0,4546.708106,N/A,0,1.022003603,195.99,75.07
MRVL,Marvell Technology Inc,Technology,60.97,0.003936362,0,0,0.239695729,51690.366,N/A,N/A,,93.7,40.69
MS,Morgan Stanley,Financial Services,84.76,0.03303445,1,0.284735157,2.428209395,148852.1676,10.21915197,0.302392204,1.14639952,109.73,74.34
MSA,MSA Safety Inc,Industrials,126.4,0.013924051,0.023255814,0.046831847,1.752096641,4964.603194,233.3538516,3.248834861,0.964700337,170.8,126.23
MSBI,Midland States Bancorp Inc,Financial Services,27.15,0.040985547,0.035714286,0.077143588,1.112757605,605.146676,7.441822445,0.308243104,0.624812274,30.48,22.04
MSCI,MSCI Inc,Financial Services,482.7,0.008059542,0.333333333,0.300094921,3.890340751,39228.01967,54.03435022,0.447165604,1.448829741,678.55,440.71
MSEX,Middlesex Water Co.,Utilities,95.74,0.012116148,0.064220183,0.065418555,1.118753997,1680.36577,46.13474371,0.540460868,0.34140135,121.06,76.18
MSFT,Microsoft Corporation,Technology,279.83,0.008862524,0.107142857,0.097148507,2.353302564,2097848.133,29.47036781,0.250351337,1.281450059,348.95,236.15
MSGN,MSG Networks Inc,Communication Services,14.17,0,,,0,615.8265,3.458980434,0,0.546654455,20.9,8.57
MSI,Motorola Solutions Inc,Technology,233.19,0.012804196,0.112676056,0.109445177,2.985810392,39047.24179,31.36324642,0.416431017,1.093695485,272.67,182.19
MSM,"MSC Industrial Direct Co., Inc.",Industrials,85.02,0.035285815,0,0.052753403,2.960292935,4011.886776,13.53693331,0.559601689,0.563084849,92.93,73.54
MSN,Emerson Radio Corp.,Technology,0.7095,0,,,0,14.929762,N/A,0,0.909566881,1.64,0.64
MSON,Misonix Inc,Healthcare,26.54,0,,,0,0,0,0,,,
MSTR,Microstrategy Inc.,Technology,449.19,0,,,0,4162.890335,N/A,0,2.30929512,891.38,307.19
MTB,M & T Bank Corp,Financial Services,159.56,0.030082728,0.090909091,0.098560543,4.55100892,20592.17775,11.5883198,0.329783255,1.070807533,186.69,125.58
MTCH,Match Group Inc.,Communication Services,92.1,0,,,0,26262.15733,94.56241408,0,1.701556265,182,84.2
MTD,"Mettler-Toledo International, Inc.",Healthcare,1318.36,0,,,0,29973.69243,38.97825371,0,1.148048544,1714.75,1225.56
MTDR,Matador Resources Co,Energy,57.23,0.002617964,,,0.149826061,6755.6453,11.54874335,0.030514473,1.246121704,58.13,21.72
MTEM,Molecular Templates Inc,Healthcare,2.53,0,,,0,142.451774,N/A,0,1.213256269,9.63,2.22
MTEX,Mannatech Inc,Consumer Defensive,33,0.022841533,0.25,0.098560543,0.753770601,64.243047,6.527438224,0.160036221,,48.24,18.62
MTG,MGIC Investment Corp,Financial Services,13.41,0.022209477,,,0.297829083,4232.263586,6.665160463,0.164546455,1.053755281,16.76,12.8
MTH,Meritage Homes Corp.,Consumer Cyclical,81.36,0,,,0,2985.509105,4.048455347,0,1.308336782,125.01,75.56
MTN,Vail Resorts Inc.,Consumer Cyclical,260.48,0.014039591,,,3.657032623,10563.38584,48.48325357,0.687412147,1.033834471,373.47,219.75
MTNB,Matinas Biopharma Holdings Inc,Healthcare,0.91,0,,,0,197.346719,0,N/A,1.121124803,1.61,0.49
MTOR,Meritor Inc,Consumer Cyclical,35.85,0,,,0,2537.277799,11.48089502,0,0.7667901,36.24,20.5
MTRN,Materion Corp,Basic Materials,82.32,0.005811897,0,0.037137289,0.478435384,1683.448034,23.22830303,0.136695824,0.984903638,95.72,64
MTRX,Matrix Service Co.,Energy,7.03,0,,,0,188.286353,N/A,0,1.082801298,14.05,6.18
MTSC,MTS Systems Corp.,Technology,58.49,0,,,0,0,0,0,,,
MTSI,MACOM Technology Solutions Holdings Inc,Technology,50.9,0,,,0,3547.076444,19.09411978,0,1.717443989,80.3,48.68
MTW,"Manitowoc Co., Inc.",Industrials,13.36,0,,,0,471.107868,42.82798804,0,1.630392835,28.33,12.28
MTX,"Minerals Technologies, Inc.",Basic Materials,63.05,0.003168827,0,0,0.199794547,2081.197715,12.6593535,0.041109989,0.99325993,88.44,61.25
MTZ,Mastec Inc.,Industrials,79.75,0,,,0,6076.331379,18.47858438,0,0.954016263,122.33,71.85
MU,Micron Technology Inc.,Technology,70.13,0.004272361,,,0.299620673,78311.84668,8.678174499,0.037735601,1.674056121,98.32,65.51
MUR,Murphy Oil Corp.,Energy,42.44,0.01228701,0.2,-0.097119549,0.521460699,6593.753029,N/A,N/A,1.062388843,43.2,14.6
MUSA,Murphy USA Inc,Consumer Cyclical,229.29,0.004699201,,,1.077479841,5605.684671,14.12367012,0.072217148,0.777039248,232.92,125.94
MUX,McEwen Mining Inc,Basic Materials,0.85,0,,,0,403.134282,N/A,0,0.493631674,1.71,0.73
MVBF,MVB Financial Corp.,Financial Services,41.46,0.013914428,0.7,0.467242109,0.576892185,503.379293,0,N/A,0.613980273,45.29,36.59
MVIS,Microvision Inc.,Technology,3.38,0,,,0,556.449714,N/A,0,2.985024462,28,2.61
